,vijest,kategorija
12," 'Facebookova krovna kompanija Meta izvijestila je o padu prihoda i dobiti u četvrtom tromjesečju 2022. godine zbog troškova restrukturiranja i ulaganja u poslovanje s virtuelnom stvarnošću koje je nagomilalo gubitke.\n Prihod je u periodu od oktobra do decembra pao četiri posto, na 32,17 milijardi dolara, prenosi Hina.\n U cijeloj prošloj godini iznosio je 116,61 milijardu dolara i bio je manji za jedan posto nego u 2021.\n Neto dobit bila je u posljednjem prošlogodišnjem tromjesečju upola manja nego u istom periodu godinu ranije i iznosila je 4,65 milijardi dolara.\nPad prihoda od oglašavanja\n U posljednja tri prošlogodišnja mjeseca pala je 41 posto u odnosu na isti period 2021, na 23,2 milijarde dolara.\n Meta je tokom 2022. bilježila pad prihoda od oglašavanja i odlučila je otpustiti oko 11 hiljada radnika, što joj je donijelo trošak restrukturiranja od 4,2 milijarde dolara u četvrtom tromjesečju.\n Broj korisnika Metinih aplikacija ponovo je porastao, za 16 miliona u periodu od oktobra do decembra, na dvije milijarde dnevno aktivnih korisnika dnevno.\n “Naša zajednica nastavlja rasti i zadovoljan sam snažnom aktivnošću u našim aplikacijama”, rekao je osnivač i glavni izvršni direktor Mete Mark Zuckerberg.\nRastu troškovi istraživanja\n Razvoj virtuelnih svjetova u sklopu projekta “Metaverse” guta sve više novca i Metini troškovi istraživanja i razvoja porasli su u četvrtom tromjesečju 40 posto, na 9,8 milijardi dolara. U cijeloj prošloj godini uvećani su 43,5 posto, na 35,3 milijarde dolara.\n Reality Labs zaključio je četvrto tromjesečje s operativnim gubitkom od oko 4,3 milijarde dolara, uključujući i troškove restrukturiranja, rekla je glavna finansijska direktorica Susan Li.\n U cijeloj 2022. Reality Labs poslovao je s operativnim gubitkom od 13,7 milijardi dolara, uz prihod od 2,16 milijardi dolara, pokazuje izvještaj.\nLi je potvrdila prognoze da bi gubici u tom dijelu poslovanja trebali porasti u ovoj godini.",3
13," 'Na svjetskim tržištima cijene nafte prošle sedmice su pale oko četiri posto, nakon znatnog rasta sedmicu prije, jer trgovci očekuju usporavanje rasta američke ekonomije, a time i potražnje za „crnim zlatom“, javlja Hina.\n Cijena barela na londonskom tržištu pala je prošle sedmice 3,9 posto – na 83 dolara, dok je na američkom tržištu barel pojeftinio 4,2 posto – na 76,34 dolara.\n Cijene su izgubile znatan dio dobitaka od prethodne sedmice, kada su porasle oko osam posto nakon što je Rusija najavila da će u martu proizvoditi manje nafte, za 500.000 barela dnevno, što čini otprilike pet posto ukupne proizvodnje.\nNastavak podizanja kamatnih stopa u SAD-u\n No, prošle sedmice je objavljeno da ruski proizvođači procjenjuju da neće smanjivati izvoz, uprkos najavi vlade.\n Cijene nafte prošle su se sedmice našle pod pritiskom najviše zbog toga što je sve jasnije da će američka centralna banka nastaviti povećavati ključne kamatne stope kako bi suzbila inflaciju. To će, dakako, usporiti rast najveće svjetske ekonomije, a time i potražnju za naftom.\nDa potražnja u SAD-u već sada nije impresivna pokazao je izvještaj prema kojem su zalihe sirove nafte prošle sedmice porasle za 16,3 miliona barela – na 471,4 miliona barela, najviši nivo od juna 2021. godine.",3
14," 'Sve veći broj turista odlučuje se za posjetu Antarktiku. Naučnici upozoravaju da rastući broj brodova, koji plove s obala Čilea prema južnom polu, predstavlja prijetnju tom netaknutom okolišu.\nLucia Newman izvještava s otoka Navarino.",5
15," 'Evropska centralna banka (ECB) očekuje dva važna izvještaja koji će joj pomoći da donese ključnu odluku o visini kamatnih stopa, prenosi Tanjug.\n U ponedjeljak u 10 sati će biti objavljen kvartalni izvještaj ECB-a o bankarskim pozajmicama, prvi uvid u posljedice nedavnih previranja u finansijskom sektoru na rast kredita, prenosi Bloomberg.\n Eurostat će sat vremena nakon toga objaviti aprilsku stopu inflacije u eurozoni, koja će bitno uticati na odluku ECB-a o kamatnim stopama.\n ECB će saopštiti svoju odluku o visini kamatnih stopa u četvrtak 4. maja, a šefica ECB-a Christine Lagarde će se obratiti medijima u 14.45.\nPovećanje za 25 do 50 poena\n Stručnjaci pretpostavljaju da će kamatne stope biti podignute za 25 ili 50 baznih poena.\n Glavni ekonomista Axa grupe Gilles Moec smatra da je najvjerovatnije povećanje za 25 baznih poena, ali da rezultati izvještaja u utorak mogu da dovedu do značajnijeg povećanja.\n “Ako nas iznenade izvještaji o inflaciji i bankarskim pozajmicama, kamatne stope mogu da porastu i na 50 poena”, rekao je Moec.\n Sličnog mišljenja je i glavna ekonomistkinja za eurozonu pri Credit Suisse, Veronika Roharova.\n“Ako bi bazni indeks CPI bio blizu nule ili veći, to bi bio “snažan signal” ECB da ide na povećanje od 50 baznih poena“, kazala je Roharova.",3
16," 'Dvadeset miliona radnih mjesta širom svijeta moglo bi biti otvoreno korištenjem moći prirode za rješavanje značajnih izazova s kojima se društvo suočava, kao što su klimatske promjene, rizik od katastrofa i nesigurnost hrane i vode, navodi se u izvještaju Ujedinjenih naroda (UN).\n To bi podrazumijevalo ulaganje u politike koje podržavaju rješenja zasnovana na prirodi za stvaranje značajnih mogućnosti zapošljavanja, posebno u ruralnim područjima, prenosi Anadolija.\n‘Stvoriti više prilika za radna mjesta’\n Izvještaj su sastavili Međunarodna organizacija rada (ILO), Program UN-a za životnu sredinu (UNEP) i Međunarodna unija za zaštitu prirode (IUCN).\n “Ključno je da, dok povećavamo korištenje rješenja zasnovanih na prirodi, vodimo računa da ne povećamo i deficite pristojnog rada”, rekao je Vic van Vuuren, direktor ureda za kompanije ILO-a.\nILO je naglasio potrebu za pravednom tranzicijom – “ozelenjavanje” ekonomije na pravedan i inkluzivan način kako bi se stvorilo više prilika za radna mjesta.",3
17," 'Američki automobilski div Ford Motor najavio je da će uložiti još 149 miliona funti (174 miliona eura) kako bi povećao proizvodnju pogonskih jedinica za električna vozila u tvornici motora u sjevernoj Engleskoj.\n Ford će u tvornicu u Halewoodu, na sjeveru Engleske, uložiti 125 miliona funti (146 miliona eura) i još 24 miliona funti (28 miliona eura) u razvoj i testiranje novih dijelova koji bi se u tvornici trebali proizvoditi, prenosi Hina.\n Kompanija će najavljenim iznosom podići vrijednost ulaganja u prelaz britanske tvornice na proizvodnju dijelova za električna vozila na 380 miliona funti (444 miliona eura).\nOd 2030. u Evropi samo električna vozila\n Proizvodni kapacitet tvornice u Halewoodu povećat će se sa 250.000 na 420.000 jedinica godišnje, počevši od 2024. godine, objavila je američka kompanija, dodavši da će ulaganje zaštititi više od 500 radnih mjesta.\n Do 2026. godine pogon bi dijelovima trebao opskrbljivati 70 posto od ukupno 600.000 električnih vozila koliko ih kompanija planira godišnje plasirati na evropsko tržište.\n Ford će od 2030. godine u Evropi prodavati samo električna vozila, pet godina prije nego što u Evropskoj uniji na snagu stupiti zabrana prodaje novih putničkih automobila na fosilna goriva.\nDo 2024. godine Ford će na evropsko tržište izbaciti devet električnih modela, a tvornica u Halewoodu proizvodit će pogonske jedinice za pet velikih modela koji će se proizvoditi u Rumuniji i Turskoj, rekao je izvršni direktor britanskog ogranka Tim Slater.",3
18," 'U danu kada se održavaju sahrane žrtava masovnih ubistava u Beogradu i Mladenovcu, te dok se ljekari bore za živote nekoliko ranjenih osoba u ovim tragičnim događajima, pripadnici Ministarstva unutrašnjih poslova Srbije izvršili su brojna hapšenja koja imaju ili vezu sa ovim tragedijama, prijetnjama novim napadima ili sa posjedovanjem oružja, prenose tamošnje agencije i mediji.\n Agencija Beta je, pozivajući se „nezvanična saznanja“ pojedinih portala, prenijela kako je policija uhapsila osobu osumnjičenu da je 13-godišnjaka inspirirala da izvrši masovno ubistvo u beogradskoj Osnovnoj školi “Vladislav Ribnikar”. U napadu, koji se dogodio u srijedu, učenik sedmog razreda je hicima iz pištolja ubio osmero đaka i radnika osiguranja te škole dok je sedam osoba ranio.\n Beta javlja kako je Ministarstvo unutrašnjih poslova Srbije upozorilo kako snimak sa društvenih mreža koji navodno prikazuje trenutak pucnjave u školi “Vladislav Ribnikar” – lažan. Iz tog resora su naveli da “intenzivno rade” na identifikaciji osobe koja je objavila snimak koji je, po navodima MUP-a, dodatno uznemirio građane.\nPrijetnje u brojnim gradovima\n Beta također navodi kako je djevojčica, koja je na društvenoj mreži TikTok ismijavala masovno ubistvo u beogradskoj školi i veličala 13-godišnjaka koji je taj zločin počinio, privedena na informativni razgovor.\n Navodi se kako će policija podnijeti „odgovarajuće“ prijave protiv njenih roditelja pošto je maloljetna.\n Policija je, također, u Novom Sadu uhapsila trojicu maloljetnika, uzrasta 15 i 16 godina, jer su na društvenim mrežama objavljivali prijeteće poruke i fotografije oružja koje će navodno ponijeti u školu. Kako Tanjug piše, sumnja se da su ova trojica učenika jedne novosadske srednje škole, na društvenim mrežama objavljivala prijeteće poruke i fotografije oružja. Pretresom stana jednog od njih policija je pronašla repliku automatske puške.\n Osumnjičeni maloljetnici iz Novog Sada, Beočina i Temerina privedeni su nadležnom sudiji Višeg suda u Novom Sadu koji je svoj trojici odredio pritvor, navedeno je.\n Policija u Sremskoj Mitrovici uhapsila je A.S. (22) jer je na društvenoj mreži napisao kako je „sledeća na redu pucnjava u Sremskoj Mitrovici”, saopćeno je danas iz Policijske uprave u tom gradu. Policija mladića iz Sremske Mitrovice tereti da je izvršio krivično djelo ugrožavanje sigurnosti, dodaje se u saopćenju na koje se poziva Beta.\n Tanjug prenosi kako je niška policija, po nalogu Višeg javnog tužilaštva u Nišu, uhapsila 17-godišnjaka iz tog grada, jer je u petak, na svom profilu na društvenoj mreži Instagram objavio poruku u kojoj prijeti kako će u tom gradu biti ubijeno više od 30 osoba. Kako se navodi u saopćenju MUP-a, on je uhapšen zbog postojanja osnova sumnje da je izvršio krivično djelo izazivanje panike i nereda.\nArsenal oružja u Velikoj Plani\n Pripadnici Policijske stanice Velika Plana, u saradnji sa Višim javnim tužilaštvom u Smederevu, uhapsili su Ž. M. (57) iz okoline Velike Plane, zbog postojanja osnova sumnje da je izvršio krivično djelo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivnih materija, prenosi Blic.\n Pretresom njegove kuće i pomoćnih prostorija, pronašli puškomitraljez M-72, poluautomatsku pušku M-59, lovačku pušku bez fabričkog broja, gasni pištolj, 1.581 puščani metak kalibra 7,62 mm, 49 puščanih metaka neutvrđenog kalibra, 2 okvira za automatsku pušku, sve u nelegalnom posjedu, kao i jednu zračnu pušku, koja je bila propisno prijavljena.\n Pripadnici MUP-a u Čačku, po nalogu Višeg javnog tužilaštva u ovom gradu, uhapsili su I. Ž. (1973) iz okoline Čačka zbog postojanja osnova sumnje da je izvršio krivično djelo nedozvoljena proizvodnja, držanje, nošenje i promet oružja i eksplozivnih materija, navodi se u saopćenju MUP-a.\nTanjug piše kako je policija, pretresom stana i drugih prostorija koje osumnjičeni koristi, pronašla 388 komada municije različitog kalibra, četiri okvira za automatsku pušku, četiri okvira za automat „Thompson“, dva okvira za poluautomatsku pušku, formacijski nož za automatsku pušku i jedan okvir za pištolj.",1
19," 'Francuska uvodi zabranu korištenja društvene mreže TikTok i drugih popularnih aplikacija na mobilnim telefonima javnih dužnosnika, zbog neadekvatne sigurnosti i zaštite podataka, objavile su vlasti u Parizu.\n Zabrana će na snagu stupiti odmah, napisalo je Ministarstvo javnih službi na Twitteru, na koji se, uz Instagram i streaming platformu Netflix, zabrana također odnosi, prenosi Hina.\n Francuska je posljednja u nizu zemalja koje su poduzele takve korake protiv TikToka zbog sigurnosnih razloga.\nZabrana za kinesku kompaniju\n Sjedinjene Američke Države, Njemačka, Velika Britanija i Evropska komisija su na mobitelima javnih službenika također zabranile aplikaciju u vlasništvu kineske kompanije za dijeljenje videozapisa.\n Američke vlasti razmatraju i potpunu zabranu TikToka, navodeći zabrinutost da ga kineske obavještajne službe mogu koristiti kako bi prikupljali podatke i utjecali na korisnike.\n TikTok odbacuje te navode.\nViše od milijardu ljudi u svijetu je preuzelo aplikaciju koja pripada kineskoj kompaniji ByteDance.",4
20," 'Federalne vlasti Sjedinjenih Američkih Država pokrenule su istragu protiv američkog milijardera Elona Muska zbog njegovog ponašanja tokom preuzimanja kompanije Twitter, navodi se u sudskom podnesku.\n Iako je navedeno da je pod istragom, nije precizirano šta je tačno fokus istrage i koje federalne vlasti ih provode. Musk je prošle sedmice zatražio od sudije da odgodi njegovu parnicu sa Twitterom za 28. oktobar, što je sudija u državi Delaware odobrio, prenio je Reuters.\n Spor između Twittera i Muska se vodi zbog neriješenog finansiranja sporazuma o kupovini te društvene mreže postignutog u aprilu, vrijednog 44 milijarde dolara, prenosi Tanjug.\n Musk i kompanija Twitter mogli bi da postignu dogovor o okončanju parnice narednih dana, što će omogućiti najbogatijem čovjeku na svijetu da kupi tu kompaniju za 44 milijarde dolara.\n Musk, koji je i direktor kompanije Tesla, predložio je Twitteru da, ukoliko ta kompanija prekine spor sa njim, pristane na uvjete iz sporazuma koji je postignut u aprilu – da kupi kompaniju za 54,20 dolara po akciji.\nOdustajanje od dogovora\n U pokušajima da okončaju parnicu, dvije strane su se dogovorile da Muskovo svjedočenje na pripremnom ročištu pred sudom u Delawareu, koje je trebalo da se obavi u petak, bude odgođeno, ali da se pregovori o završetku parnice nastavljaju.\xa0Suđenje je prethodno bilo zakazano za 17. oktobar.\n Nakon najave u utorak da će Musk nastaviti sa preuzimanjem Twittera, obustavljeno je trgovanje akcijama ove društvene mreže.\n Musk je nekoliko sedmica kasnije odustao od postignutog dogovora, navodeći da je zabrinut jer je broj botova na platformi veći nego što je Twitter tvrdio.\nTwitter je negirao optužbe i tužio Muska da bi ga primorao da se dogovor realizira, nakon čega je došlo i do naglog pada vrijednosti akcije Muskove kompanije Tesla.",4
21," '“To je nešto što je toliko sveže i toliko ih podseća. Hajde da napravimo neko mesto, mali krizni centar, psiholozi, psihijatri psihoterapeuti će doći raditi besplatno. Dajte neki prostor koji je neutralan, čak ni škola druga nije dobra, zato što je škola”, kaže Branka Kordić, klinička psihologinja.",1
22," 'Prije pet godina, tadašnji predsjednik Donald Trump povukao je Sjedinjene Američke Države iz Zajedničkog sveobuhvatnog plana akcije (JCPOA), multilateralnog sporazuma iz 2015. koji je nametnuo restrikcije iranskom nuklearnom programu. Iako su i Trumpova i Bidenova administracija obećale pronaći bolje rješenje, iranska nuklearna kriza samo se pogoršala.\n Ekonomski pritisak i vanjska sabotaža nisu spriječile Teheran da nastavi s obogaćivanjem uranija.\n Danas ovaj režim dijele sedmice, ako ne i dani, od sposobnosti da proizvede dovoljno fisijskog materijala za nuklearno oružje, ukoliko bi se odlučio za taj korak, piše u tekstu Foreign Policyja.\n Iako je oživljavanje iranskog nuklearnog sporazuma postalo malo vjerovatno, razumjeti kako je on funkcionisao i šta je izgubljeno, ključno je za buduće globalne napore što se tiče ovakvih pitanja.\n‘Iranu priznato pravo da obogaćuje uranij’\n Većina diskusija o iranskom sporazumu fokusirana je na pogrešne stvari. Kritičari su stava da je taj sporazum bio isuviše permisivan jer je priznao Iranu pravo da obogaćuje uranij; isuviše ograničen jer je uključivao klauzule o vremenskom ograničenju valjanosti; i isuviše uzak jer nije adresirao druge problematične aktivnosti, kao što su iranski program balističkih raketa i podrška nasilnim grupama na Bliskom istoku. Pobornici, pak, naglašavaju da je ovaj sporazum omogućio besprimjerno međunarodno praćenje i verifikaciju iranskog nuklearnog programa. Oba tabora posvećuju manje pažnje utjecaju sporazuma na stvarne iranske nuklearne sposobnosti.\n Kao što pokazuju nedavni događaji, diplomatija ne može spriječiti države da istjeraju inspektore, isključe kamere ili nastave sa zabranjenim aktivnostima. Oni koji odbacuju JCPOA kao slab sporazum, međutim, previđaju ono što ga je učinilo vjerodostojnim i vrijednom sa tačke gledišta neširenja. Ovo je odvelo javnu debatu u krivom smjeru. Umjesto bavljenja reverzibilnijim odlikama nuklearnog sporazuma, trebali bismo se fokusirati na ono što ga je činilo uistinu jedinstvenim. Nije uobičajeno da diplomatija uspije vratiti nekoliko koraka unazad napredan nuklearni program. A JCPOA je nekako uspio napraviti upravo to.\n Širenje nuklearnog naoružanja često je predstavljeno kao binarno: države imaju ili nemaju nuklearno oružje. Zato se razgovori o širenju često vrte oko „proboja“, ili vremena koji je jednoj državi potreban da prikupi dovoljno fisijskog materijala za jedan nuklearni uređaj. To je otprilike ili 25 kilograma uranija za oružje ili četiri kilograma odvojenog plutonija. Procjene o takvom razvoju razmatraju nekoliko faktora, uključujući i taj koliko fisijskog materijala država posjeduje, koliko brzo mogu proizvesti još i koliko dugo bi im bilo potrebno da dovedu postojeće zalihe do nivoa oružja.\n Sam po sebi, međutim, proboj je mjerilo koje donekle navodi na pogrešan zaključak. Državama je potrebno više od jednog nuklearnog uređaja za uspostavljanje vjerodostojnog sredstva za odvraćanje, a pakovanje fisijskog materijala u isporučive bojeve glave uključuje dodatne korake i tehničke začkoljice. Iz tog razloga je holistička procjena nuklearnih sposobnosti vrijedna s tačke gledišta smanjenja rizika.\nUnazađene iranske nuklearne sposobnosti\n Kao što su naučnici poput Tristana Volpea istakli, postoji cijeli spektar latentnih nuklearnih sposobnosti. Teheran je stupio u pregovore o JCPOA na naprednoj strani tog spektra, s više aktivnih nuklearnih lokacija, uključujući ojačane objekte dizajnirane da izdrže vojne udare. Iranski naučnici su već usavršili ključne elemente gorivnog ciklusa i oporavili su se od neuspjeha kao što je virus Stuxnet, koji je sabotirao centrifuge koje oni koriste za obogaćivanje uranija. Kako je tadašnji američki direktor Nacionalne obavještajne službe James Clapper svjedočio 2016, „[Iran] se ne suočava ni sa kakvim nesavladivim preprekama za proizvodnju nuklearnog oružja.“ (Poređenja radi, kada se Libija dobrovoljno razoružala 2003, njen nuklearni program bio je mali i uglavnom neefikasan).\n JCPOA je proširio iransko vrijeme proboja s nekoliko mjeseci na godinu, ali još važnije, osigurao je da bi u najgorem slučaju Iran nastavio sa širenjem nuklearnog naoružanja s niže polazne tačke.\n Pomenuti sporazum je unazadio iranske nuklearne sposobnosti na dva glavna načina. Prvi je bio uklanjanjem zaliha fisijskog materijala. Eliminisanje materijala automatski vraća vrijeme, jer države ne mogu koristiti ono što nemaju. S obzirom na to da su posljedice neposredne, smanjenja zaliha su vrijedne mjere za izgradnju samopouzdanja. U okviru privremenog nuklearnog sporazuma, uspostavljenog 2013, preteče JCPOA, Teheran je pokazao svoju predanost diplomatiji razgradnjom rezervi srednje obogaćenog uranija. JCPOA je potom zahtijevao da Teheran smanji zalihe nisko obogaćenog uranija sa gotovo 7000 kg na 300.\n Drugi način je bio ometanje budućih aktivnosti. Iako je JCPOA dozvolio iranski program obogaćivanja, ograničio je broj i vrstu centrifuga koje režim može koristiti i ograničio je nivoe obogaćivanja na 3,67 posto za 15 godina. (Visoko obogaćeni uranij, koji je neophodan za nuklearno oružje, uključuje obogaćenje od 90 posto). Teheran je demontirao razne centrifugne kaskade i pristao da skladišti povučenu opremu i drugu infrastrukturu povezanu s obogaćivanjem u objektima koji bi bili pod stalnim praćenjem Međunarodne agencije za atomsku agenciju (IAEA). Pregovarači su, također, ciljali na procese koji su ključni za naoružavanje.\nUstupci s trajnijim efektima\n Zato je pomenuti sporazum uključivao moratorij na metalurgiju uranija i plutonija, koja se koristi za proizvodnju komponenti za bombe i zabranu istraživanja koja se odnose na modeliranje nuklearnih eksploziva i iniciranje neutrona. Sporazum je isto tako smanjio iranske sposobnosti dajući prioritet njegovim najviše zabrinjavajućim nuklearnim postrojenjima. Naprimjer, JCPOA nije dozvolio da se nastavi obogaćivanje uranija u postrojenju za obogaćivanje goriva Fordow, koje je, barem u to vrijeme, bilo manje osjetljivo na napad od postrojenja Natanz.\n Dio snage JCPOA došao je od činjenice da je Iran prihvatio ograničenja koja je teže poništiti. To je uključivalo davanje pristupa opremi i materijalima. Iran je, naprimjer, bio obavezan izvoziti potrošeno gorivo – koje se može koristiti kao izvor plutonija za program naoružanja – iz svojih reaktora za istraživanje. Drugi ustupci su imali i trajnije efekte. Ograničenja koja utječu na fizičku infrastrukturu\xa0 nuklearnih postrojenja posebno je teško poništiti. Pojedini nuklearni reaktori predstavljaju veći rizik proliferacije od drugih, bilo zato što proizvode više materijala koji se mogu koristiti za izradu oružja ili zato što su manje podložna kontrolama izvoza i drugim poremećajima na strani ponude. Iako je većina razgovora o Iranu fokusirana na obogaćivanje urana, JCPOA je upotrijebio dizajn reaktora da efikasno blokira put plutonija do proliferacije.\n U okviru sporazuma, međunarodna zajednica je obećala pomoći pretvoriti reaktor za istraživanje teške vode u iranskom gradu Araku u oblik koji će biti pogodniji za civilni naučni rad, a manje za program naoružanja. Bez ovih izmjena, ovaj reaktor bi proizveo dovoljno plutonija u sklopu svog potrošenog goriva za jednu ili dvije bombe svake godine kada bi stupio u pogon. Od 2019, Teheran je ubrzao obogaćivanje urana, ali barem za sada, koristi efikasnijeg reaktora za istraživanje pretvoreni su u trajniju kontrolu proizvodnje plutonija. Samo po sebi, ovo neće spriječiti proliferaciju, ali će ograničiti iranske sposobnosti u budućnosti.\n Iako se tehničkim mjerama vezanim za smanjenje rizika poput onih u JCPOA poklanja manja pažnja u javnosti, one su dugo igrale – a\xa0 trebaju i dalje – važnu ulogu u američkoj politici neširenja. Decenijama su diplomate koristile sporazume o nuklearnoj saradnji da utječu na dizajn reaktora, podstaknu poštivanje sigurnosnih mjera i izazovu veće oslanjanje na globalizirano nuklearno tržište.\nMit o boljem sporazumu\n Dogovoreni okvir između Washingtona i Pjongjanga koji je sada van funkcije svjedoči o dugotrajnom utjecaju takvih ustupaka. Nedovoljno cijenjena posljedica tog sporazuma je ta da je trajno ugrozila sposobnost Sjeverne Koreje da proizvodi plutonij. Prema ovom sporazumu, SAD je uz pomoć Japana i Južne Koreje, obećao izgraditi dva nuklearna reaktora za laku vodu „otporna na proliferaciju“ ukoliko Sjeverna Koreja zaustavi izgradnju dva reaktora moderirana grafitom, koja su bolja u proizvodnji plutonija od struje. Vremenom su ta smrznuta gradilišta postala nepopravljiva. (U međuvremenu, nuklearne elektrane s reaktorima na laku vodu, nikada nisu izgrađene.) Sjeverna Koreja je i dalje bila u stanju izgraditi nuklearni arsenal, ali čak i danas, može proizvesti znatne količine plutonija za svoj program naoružanja samo na jednoj lokaciji u Yongbyonu.\n Sporazumi o neširenju, naravno, nisu savršeni. Zalihe se mogu obnoviti, kao što je Teheran pokazao nakon povlačenja Trumpove administracije. Prema izvještaju IAEA iz februara 2023, Iran sada ima približno 87 kg 60 posto obogaćenog uranija i blizu 435 kg 20 posto obogaćenog uranija. Zalihe koje je Iran rasformirao u okviru JCPOA nisu bili tako blizu kategoriji oružja; tek su počeli skupljati 60 posto obogaćeni uranij 2021. A čak ni intruzivni režimi koji prate te aktivnosti ne mogu garantovati da države neće nastaviti neke aktivnosti u tajnosti. Sjeverna Koreja je imala tajni program obogaćivanja urana dok je dogovoreni okvir bio na snazi, i vjerovatno je provodila nezakonita istraživanja u oblasti naoružanja. Ali imperativ tajnosti usporava napredak, posebno u okviru sporazuma koji uključuju strogo praćenje. Države ne mogu napredovati tako brzo, ni dospjeti tako daleko, ako žele izbjeći otkrivanje.\n Pobornici ne griješe kada hvale sveobuhvatnost režima praćenja i verifikacije iranskog sporazuma. Nisu ni skeptici u krivu u vezi nekih od ograničenja iranskog nuklearnog sporazuma, uključujući i njegov neuspjeh da adresira druga iranska ponašanja u domovini i inozemstvu.\n Ali isključivo fokusiranje na pitanja obima i trajanja nastavlja mit o boljem sporazumu – ideji da bi veći pritisak ili dodatni diplomatski napori mogli iznaći bolje rješenje za iransku nuklearnu krizu. Čak je i Bidenova administracija u početku bila oduševljena idejom o „dužem i snažnijem“ sporazumu s Iranom. S tačke gledišta smanjenja rizika, međutim, JCPOA je bio vrijedan jer je direktno utjecao na sadašnje i buduće nuklearne sposobnosti Teherana. JCPOA je na kratko postigao sigurniji status quo tako što je vratio iranski nuklearni program korak unazad i institucionalizirao mehanizme držanja režima na ovom nižem nivou. Iransko pridržavanje sporazuma tokom bilo kojeg perioda osmišljeno je da ima dugotrajne posljedice na veličinu bilo kakvog budućeg arsenala, vremenski okvir naoružavanja, i sposobnost Teherana da neprimjetno pređe nuklearni prag.\nPogoršani politički uslovi\n Neširenje postaje teže kako nuklearni programi napreduju. Razni su razlozi za to: ovisnost o putu, postojeći interesi i ireverzibilnost naučnih saznanja i iskustva. Nuklearna sofisticiranost, također, može imati sve manji utjecaj u diplomatiji – kao što je Volpe istakao, države sa visoko naprednim programima pate od jaza u kredibilitetu za pregovaračkim stolom. To je zabrinjavajuće, jer Teheran izgleda vjeruje da će mu primicanje ivici dati veću diplomatsku prednost. JCPOA je već bio malo vjerovatan uspjeh s obzirom na status iranskog nuklearnog programa 2015. Ovi će se problemi samo umnožavati kako režim bude postajao sposobniji.\n U proteklih pet godina, izgledi za mirno rješavanje iranske nuklearne krize od loših su postali gori. Teheran je opet na ivici proboja, i postalo je teže adresirati razloge za zabrinutost u vezi proliferacije kroz diplomatiju. Osim tehničkih prepreka, i politički uslovi su znatno pogoršani. Trumpovo povlačenje potkopalo je povjerenje u pouzdanost američkih obećanja. Dijalog sa Iranom postao je komplikovaniji 2021, kada je vladu Hassana Rouhanija zamijenila tvrdolinijaška administracija Ebrahima Raisija, koja je skeptičnija kada je u pitanju diplomatija sa Zapadom. U međuvremenu je oslabljen konsenzus među ostatkom originalnih potpisnica sporazuma (SAD, Velika Britanija, Francuska, Kina, Rusija, Njemačka i Evropska unija), a Iran je produbio i diverzificirao svoje veze sa drugim autokratijama, uključujući Rusiju, piše FP.\nSada je vjerovatno prekasno za JCPOA. Ipak, ovaj sporazum je pokazao da je moguće pregovarati o značajnim ograničenjima za napredne nuklearne programe. Njegovanje šire svijesti o tome kako je ovaj sporazum funkcionisao trebalo bi barem informisati buduće debate u vezi strategije neširenja i smanjenja nuklearnog rizika s Iranom i drugim potencijalnim proliferatorima. Nedavni komentari američkog savjetnika za nacionalnu sigurnost Jakea Sullivana o traženju „diplomatski postignutog ishoda koji će vratiti iranski nuklearni program u okvire“ ukazuju na to da Washington ponovno ozbiljno shvata nuklearne sposobnosti. Na godišnjicu Trumpovog povlačenja iz JCPOA, ne bismo trebali dopustiti da zbog donkihotovske potrage za boljim sporazumima nastavimo gubiti iz vida praktične koristi obuzdavanja i suzbijanja opasnih nuklearnih programa.",5
